"","county","year","month","temp_avg","temp_min","temp_max","precip"
"16017","Hamilton",2002,1,60.1,48.5,71.7,"5.31"
"16018","Herkimer",2002,1,62.5,50.9,74,"5.97"
"16019","Jefferson",2002,1,63.6,53,74.1,"4.54"
"16020","Kings",2002,1,71.2,61.9,80.6,"4.27"
"16021","Lewis",2002,1,61.4,50.5,72.4,"5.01"
"16022","Livingston",2002,1,66.3,55.7,76.9,"4"
"16023","Madison",2002,1,64.2,53.4,74.9,"5.97"
"16024","Monroe",2002,1,67,57.3,76.7,"4"
"16025","Montgomery",2002,1,66.2,54.1,78.2,"6.92"
"16026","Nassau",2002,1,69.8,60.1,79.4,"4.06"
"16027","New York",2002,1,71.4,61.8,81,"4.6"
"16028","Niagara",2002,1,66.6,57,76.1,"2.59"
"16029","Oneida",2002,1,64.4,52.9,75.9,"5.95"
"16030","Onondaga",2002,1,65.7,55,76.5,"5.93"
"16031","Ontario",2002,1,66.3,56.1,76.4,"4.27"
"16032","Orange",2002,1,67.6,56.3,78.9,"5.15"
"16033","Orleans",2002,1,66.2,56.9,75.6,"2.87"
"16034","Oswego",2002,1,64.8,54.2,75.3,"4.97"
"16035","Otsego",2002,1,63.7,52.4,75,"7.05"
"16036","Putnam",2002,1,67.3,56,78.6,"5.57"
"16037","Queens",2002,1,70.8,61.3,80.4,"4.06"
"16038","Rensselaer",2002,1,64.7,53.2,76.3,"6.05"
"16039","Richmond",2002,1,71.2,61.3,81,"4.64"
"16040","Rockland",2002,1,69,57.8,80.2,"5.32"
"16041","Saratoga",2002,1,64.8,52.8,76.7,"5.61"
"16042","Schenectady",2002,1,65.3,53.7,76.8,"6.25"
"16043","Schoharie",2002,1,64.2,52.5,75.8,"6.22"
"16044","Schuyler",2002,1,65,54.1,76,"5.32"
"16045","Seneca",2002,1,66.7,56.2,77.2,"5.44"
"16046","St. Lawrence",2002,1,62.3,51.4,73.1,"4.81"
"16047","Steuben",2002,1,64.7,52.8,76.6,"5.81"
"16048","Suffolk",2002,1,67.1,57.9,76.3,"4.36"
"16049","Sullivan",2002,1,64.7,53.1,76.2,"5.67"
"16050","Tioga",2002,1,66,54.8,77.3,"6.34"
"16051","Tompkins",2002,1,65.4,54.6,76.2,"6.97"
"16052","Ulster",2002,1,65.9,54.4,77.4,"5.19"
"16053","Warren",2002,1,62.6,50.6,74.7,"4.9"
"16054","Washington",2002,1,64.7,52.5,77,"5.54"
"16055","Wayne",2002,1,66.7,56.5,76.8,"4.52"
"16056","Westchester",2002,1,68.9,57.8,79.9,"5.71"
"16057","Wyoming",2002,1,64.6,54.4,74.7,"4.28"
"16058","Yates",2002,1,65.7,55.3,76.1,"4.52"
"16059","Albany",2002,1,53.3,42.1,64.4,"4.89"
"16060","Allegany",2002,1,50.5,37.8,63.2,"5.83"
"16061","Bronx",2002,1,59.6,50,69.2,"4.37"
"16062","Broome",2002,1,51.9,40.1,63.7,"5.32"
"16063","Cattaraugus",2002,1,50,37.3,62.8,"6.77"
"16064","Cayuga",2002,1,51.8,41.7,62,"5.98"
"16065","Chautauqua",2002,1,51.3,39.7,62.9,"5.92"
"16066","Chemung",2002,1,52,40,64.2,"5.41"
"16067","Chenango",2002,1,50.5,39,62,"5.26"
"16068","Clinton",2002,1,50.4,40.5,60.4,"4.34"
"16069","Columbia",2002,1,54.6,43,66.2,"4.27"
"16070","Cortland",2002,1,50.2,39.4,61.2,"5.61"
"16071","Delaware",2002,1,50.2,38.1,62.3,"5.85"
"16072","Dutchess",2002,1,55.6,43.7,67.5,"5.13"
"16073","Erie",2002,1,51.3,40.4,62.2,"5.49"
"16074","Essex",2002,1,48.4,37.6,59.1,"4.24"
"16075","Franklin",2002,1,48.9,38.3,59.6,"4.79"
"16076","Fulton",2002,1,50.3,39,61.6,"5.32"
"16077","Genesee",2002,1,52.1,41.8,62.4,"5.8"
"16078","Greene",2002,1,52.2,40.5,63.8,"4.51"
"16079","Hamilton",2002,1,47,35.7,58.4,"4.99"
"16080","Herkimer",2002,1,48.8,37.4,60.2,"5.82"
"16081","Jefferson",2002,1,51,41.6,60.3,"5.52"
"16082","Kings",2002,1,59.6,50.3,68.8,"4.08"
"16083","Lewis",2002,1,48.5,38.1,58.9,"5.97"
"16084","Livingston",2002,1,52.6,41.7,63.5,"5.02"
"16085","Madison",2002,1,50.4,39.7,61.2,"5.54"
"16086","Monroe",2002,1,52.7,43.1,62.3,"5.72"
"16087","Montgomery",2002,1,52.7,41.3,64.1,"4.8"
"16088","Nassau",2002,1,58.9,49.2,68.5,"3.98"
"16089","New York",2002,1,59.8,50.2,69.4,"4.27"
"16090","Niagara",2002,1,52,42.4,61.5,"4.73"
"16091","Oneida",2002,1,50.5,39.4,61.5,"6.33"
"16092","Onondaga",2002,1,51.9,41.3,62.5,"6.04"
"16093","Ontario",2002,1,52.5,42.1,62.8,"5.5"
"16094","Orange",2002,1,55.4,44,66.6,"5.94"
"16095","Orleans",2002,1,52,43,61,"5.35"
"16096","Oswego",2002,1,50.9,41,60.9,"6.51"
"16097","Otsego",2002,1,49.9,38.5,61.3,"5.49"
"16098","Putnam",2002,1,55.9,44.6,67.2,"5.57"
"16099","Queens",2002,1,59.4,50,68.9,"3.77"
"16100","Rensselaer",2002,1,52.8,41.4,64.2,"5.17"
"16101","Richmond",2002,1,59.6,49.6,69.7,"4.31"
"16102","Rockland",2002,1,57.4,46.3,68.5,"5.41"
"16103","Saratoga",2002,1,52.2,40.8,63.6,"5.33"
"16104","Schenectady",2002,1,53,42.1,64,"4.91"
"16105","Schoharie",2002,1,51.1,40,62.2,"4.9"
"16106","Schuyler",2002,1,51.6,40.4,62.7,"4.86"
"16107","Seneca",2002,1,52.7,42.3,63.1,"5.71"
"16108","St. Lawrence",2002,1,50.8,40.6,60.8,"5.29"
"16109","Steuben",2002,1,51.2,38.9,63.4,"5.35"
"16110","Suffolk",2002,1,56.6,47.1,66.1,"4.09"
"16111","Sullivan",2002,1,51.8,40.1,63.4,"5.98"
"16112","Tioga",2002,1,51.7,40,63.4,"5.02"
"16113","Tompkins",2002,1,51.6,40.7,62.6,"5.57"
"16114","Ulster",2002,1,53.4,41.8,65.1,"5.31"
"16115","Warren",2002,1,50,38.7,61.4,"4.1"
"16116","Washington",2002,1,52.5,40.7,64.3,"4.21"
"16117","Wayne",2002,1,52.6,43,62.1,"5.57"
"16118","Westchester",2002,1,57.5,46.4,68.6,"5.4"
"16119","Wyoming",2002,1,50.8,39.9,61.6,"6.16"
"16120","Yates",2002,1,52.1,41.4,62.8,"5.16"
"16121","Albany",2002,1,48.1,37.1,59.1,"2.81"
"16122","Allegany",2002,1,45.7,34.7,56.8,"4.06"
"16123","Bronx",2002,1,54.4,44.8,63.9,"4.06"
"16124","Broome",2002,1,46.5,35.2,57.9,"3.43"
"16125","Cattaraugus",2002,1,45.9,34.6,57.2,"4.64"
"16126","Cayuga",2002,1,46.6,36.8,56.3,"4.11"
"16127","Chautauqua",2002,1,46.7,36.3,57.1,"4.7"
"16128","Chemung",2002,1,46.8,35.4,58.3,"2.95"
"16129","Chenango",2002,1,45.4,34.2,56.5,"3.45"
"16130","Clinton",2002,1,44,34.1,53.8,"3.89"
"16131","Columbia",2002,1,49.8,38.5,61,"3.36"
"16132","Cortland",2002,1,44.8,34.5,55.2,"3.96"
"16133","Delaware",2002,1,45,33.5,56.5,"3.68"
"16134","Dutchess",2002,1,50.5,38.8,62.2,"3.55"
"16135","Erie",2002,1,46.3,36.4,56.2,"4.74"
"16136","Essex",2002,1,42.2,31.5,52.9,"4.46"
"16137","Franklin",2002,1,42.5,32.3,52.8,"4.1"
"16138","Fulton",2002,1,45.4,34.5,56.2,"3.49"
"16139","Genesee",2002,1,47,37.8,56.1,"4.32"
"16140","Greene",2002,1,47.4,35.6,59.1,"3.13"
"16141","Hamilton",2002,1,41,30.2,51.7,"4.73"
"16142","Herkimer",2002,1,43.2,32.4,54.1,"4.33"
"16143","Jefferson",2002,1,44.6,35.4,53.8,"4.55"
"16144","Kings",2002,1,54.4,45.2,63.7,"3.48"
"16145","Lewis",2002,1,42.6,32.5,52.6,"4.87"
"16146","Livingston",2002,1,47.5,37.1,57.8,"3.81"
"16147","Madison",2002,1,45,34.5,55.4,"4.58"
"16148","Monroe",2002,1,47.5,38.4,56.6,"3.78"
"16149","Montgomery",2002,1,47.4,36.3,58.5,"2.99"
"16150","Nassau",2002,1,53.4,43.6,63.2,"3.95"
"16151","New York",2002,1,54.6,45.1,64.2,"3.86"
"16152","Niagara",2002,1,46.5,37.9,55.2,"4.12"
"16153","Oneida",2002,1,45.1,34.6,55.7,"5.2"
"16154","Onondaga",2002,1,46.4,36.6,56.1,"4.54"
"16155","Ontario",2002,1,47.2,37,57.3,"3.74"
"16156","Orange",2002,1,50.3,39.1,61.5,"4.23"
"16157","Orleans",2002,1,46.8,38.8,55,"4.13"
"16158","Oswego",2002,1,45.4,35.8,55,"5.12"
"16159","Otsego",2002,1,44.6,33.3,56,"3.32"
"16160","Putnam",2002,1,50.9,39.6,62.1,"3.9"
"16161","Queens",2002,1,54.1,44.5,63.6,"3.77"
"16162","Rensselaer",2002,1,47.6,36.9,58.2,"3.57"
"16163","Richmond",2002,1,54.7,44.8,64.5,"3.63"
"16164","Rockland",2002,1,52.2,41.3,63.1,"4.26"
"16165","Saratoga",2002,1,46.5,35.8,57.2,"4.08"
"16166","Schenectady",2002,1,47.3,36.7,57.8,"3.87"
"16167","Schoharie",2002,1,45.9,34.5,57.3,"3.06"
"16168","Schuyler",2002,1,46.2,35.6,56.7,"3.03"
"16169","Seneca",2002,1,47.5,37.4,57.5,"3.17"
"16170","St. Lawrence",2002,1,44.5,34.8,54.2,"3.38"
"16171","Steuben",2002,1,46.1,34.8,57.2,"3.27"
"16172","Suffolk",2002,1,51.5,42.2,60.9,"4.09"
"16173","Sullivan",2002,1,47.1,35.3,58.9,"4.21"
"16174","Tioga",2002,1,46.6,35.2,58,"3.21"
"16175","Tompkins",2002,1,46.4,35.8,57,"3.26"
"16176","Ulster",2002,1,48.4,37,59.8,"3.96"
"16177","Warren",2002,1,44.2,33.4,54.9,"4.65"
"16178","Washington",2002,1,47.2,36.2,58.1,"4.35"
"16179","Wayne",2002,1,47.2,38,56.4,"4.11"
"16180","Westchester",2002,1,52.5,41.5,63.4,"4.04"
"16181","Wyoming",2002,1,45.8,35.7,55.8,"4.44"
"16182","Yates",2002,1,46.7,36.4,56.9,"2.95"
"16183","Albany",2002,1,35.4,25.2,45.6,"3.64"
"16184","Allegany",2002,1,33.3,22.5,44,"3.14"
"16185","Bronx",2002,1,43.3,34.4,52.2,"3.84"
"16186","Broome",2002,1,35.2,25.1,45.3,"3.65"
"16187","Cattaraugus",2002,1,33.1,22.8,43.5,"3.75"
"16188","Cayuga",2002,1,34.4,25,43.6,"2.57"
"16189","Chautauqua",2002,1,33.7,23.9,43.4,"3.51"
"16190","Chemung",2002,1,34.9,24.8,45,"2.77"
"16191","Chenango",2002,1,33.4,23.7,43,"3.49"
"16192","Clinton",2002,1,29,20,38,"2.71"
"16193","Columbia",2002,1,37.5,27.4,47.7,"2.91"
"16194","Cortland",2002,1,32.5,23.3,41.8,"2.44"
"16195","Delaware",2002,1,33.5,23.2,43.9,"3.37"
"16196","Dutchess",2002,1,38.6,27.9,49.4,"3.06"
"16197","Erie",2002,1,34.5,25.2,43.8,"3.12"
"16198","Essex",2002,1,28.8,19.3,38.2,"3.53"
"16199","Franklin",2002,1,28.1,18.7,37.4,"2.38"
"16200","Fulton",2002,1,31.1,20.9,41.4,"4.98"
"16201","Genesee",2002,1,34.1,24.3,44,"2.37"
"16202","Greene",2002,1,35,24.8,45.2,"3.81"
"16203","Hamilton",2002,1,27.6,17.6,37.5,"3.91"
"16204","Herkimer",2002,1,29.2,19.4,39,"3.83"
"16205","Jefferson",2002,1,31.5,22.8,40.2,"3.3"
"16206","Kings",2002,1,43.5,34.6,52.4,"3.98"
"16207","Lewis",2002,1,28.7,19.6,37.9,"4.16"
"16208","Livingston",2002,1,34.4,23.9,44.9,"2.32"
"16209","Madison",2002,1,32.2,23.4,41.1,"2.92"
"16210","Monroe",2002,1,34.9,25.6,44.3,"2.09"
"16211","Montgomery",2002,1,33.7,23.5,43.9,"4.09"
"16212","Nassau",2002,1,42.9,34.2,51.7,"4.13"
"16213","New York",2002,1,43.4,34.4,52.5,"3.85"
"16214","Niagara",2002,1,34.9,26.2,43.5,"2.38"
"16215","Oneida",2002,1,31.8,22.8,40.7,"3.62"
"16216","Onondaga",2002,1,33.9,24.9,42.9,"2.66"
"16217","Ontario",2002,1,34.4,24.3,44.5,"2.3"
"16218","Orange",2002,1,38.8,28.2,49.3,"3.23"
"16219","Orleans",2002,1,35,25.9,44,"2.27"
"16220","Oswego",2002,1,33.1,24.4,41.8,"3.86"
"16221","Otsego",2002,1,32.4,22.6,42.2,"4.06"
"16222","Putnam",2002,1,38.8,28.2,49.3,"3.41"
"16223","Queens",2002,1,43.4,34.5,52.2,"3.83"
"16224","Rensselaer",2002,1,35.1,25.2,44.9,"3.47"
"16225","Richmond",2002,1,43.5,34,52.9,"4.02"
"16226","Rockland",2002,1,40.7,30.6,50.8,"3.56"
"16227","Saratoga",2002,1,33.6,23.7,43.5,"2.49"
"16228","Schenectady",2002,1,34.3,24.1,44.6,"4.62"
"16229","Schoharie",2002,1,33.1,22.7,43.4,"3.9"
"16230","Schuyler",2002,1,34.3,24.2,44.5,"3.46"
"16231","Seneca",2002,1,35.3,25.5,45.1,"2.51"
"16232","St. Lawrence",2002,1,29.7,20.7,38.8,"2.35"
"16233","Steuben",2002,1,33.9,23.1,44.7,"2.67"
"16234","Suffolk",2002,1,41.6,32.8,50.5,"4.34"
"16235","Sullivan",2002,1,35.4,25,45.7,"3.74"
"16236","Tioga",2002,1,35,25.2,44.8,"3.23"
"16237","Tompkins",2002,1,34.6,25.2,44.1,"2.19"
"16238","Ulster",2002,1,36.2,25.8,46.6,"3.92"
"16239","Warren",2002,1,31.3,21.8,40.9,"4.58"
"16240","Washington",2002,1,34.2,24.5,43.8,"3.95"
"16241","Wayne",2002,1,34.9,25.6,44.1,"2.44"
"16242","Westchester",2002,1,40.9,30.8,50.9,"3.84"
"16243","Wyoming",2002,1,33.1,23.1,43,"3.3"
"16244","Yates",2002,1,34.6,24.2,45,"2.35"
"16245","Albany",2002,1,31.1,20.4,41.8,"1.84"
"16246","Allegany",2002,1,30.5,20.6,40.3,"2.27"
"16247","Bronx",2002,1,39.6,30.6,48.5,"0.82"
"16248","Broome",2002,1,31.6,21.1,42,"2.16"
"16249","Cattaraugus",2002,1,30.2,20.2,40.2,"2.93"
"16250","Cayuga",2002,1,30.9,21.3,40.4,"2.44"
"16251","Chautauqua",2002,1,30.5,21.3,39.7,"2.72"
"16252","Chemung",2002,1,32.1,22,42.1,"1.39"
"16253","Chenango",2002,1,29.7,19.9,39.5,"3.18"
"16254","Clinton",2002,1,23.8,12.6,35,"1.78"
"16255","Columbia",2002,1,32.8,22.3,43.3,"1.45"
"16256","Cortland",2002,1,29.5,20.1,39,"2.62"
"16257","Delaware",2002,1,29.6,18.8,40.5,"2.37"
"16258","Dutchess",2002,1,34.2,23.4,45.1,"1.18"
"16259","Erie",2002,1,31.2,22.4,40,"2.85"
"16260","Essex",2002,1,23,11.5,34.6,"2.59"
"16261","Franklin",2002,1,22.7,11,34.5,"1.98"
"16262","Fulton",2002,1,27,15.8,38.2,"3.67"
"16263","Genesee",2002,1,30.8,21.7,40,"2.37"
"16264","Greene",2002,1,31,20.3,41.6,"1.95"
"16265","Hamilton",2002,1,22.9,11.1,34.6,"3.39"
"16266","Herkimer",2002,1,24.9,13.6,36.2,"3.29"
"16267","Jefferson",2002,1,26.4,16,36.8,"2.21"
"16268","Kings",2002,1,39.9,31.2,48.6,"0.66"
"16269","Lewis",2002,1,23.7,12.4,34.9,"3.03"
"16270","Livingston",2002,1,31.9,22,41.7,"2.17"
"16271","Madison",2002,1,29,19.3,38.7,"3.14"
"16272","Monroe",2002,1,31.9,22.9,41,"1.92"
"16273","Montgomery",2002,1,29.7,18.6,40.7,"2.91"
"16274","Nassau",2002,1,38.8,30,47.6,"0.86"
"16275","New York",2002,1,39.8,30.8,48.8,"0.76"
"16276","Niagara",2002,1,31.3,23,39.6,"1.94"
"16277","Oneida",2002,1,27.8,17.4,38.3,"2.82"
"16278","Onondaga",2002,1,30.4,20.6,40.1,"2.39"
"16279","Ontario",2002,1,31.7,22.1,41.2,"2.11"
"16280","Orange",2002,1,34.6,23.8,45.3,"0.94"
"16281","Orleans",2002,1,31.1,22.1,40,"1.44"
"16282","Oswego",2002,1,28.9,19,38.9,"2.57"
"16283","Otsego",2002,1,28.7,18.5,38.9,"2.92"
"16284","Putnam",2002,1,34.8,24,45.5,"1.2"
"16285","Queens",2002,1,39.7,30.9,48.4,"0.7"
"16286","Rensselaer",2002,1,30.3,19.4,41.1,"1.99"
"16287","Richmond",2002,1,39.8,30.4,49.1,"0.69"
"16288","Rockland",2002,1,36.5,26.2,46.8,"0.96"
"16289","Saratoga",2002,1,28.4,17,39.9,"1.85"
"16290","Schenectady",2002,1,30.2,19.2,41.1,"3.12"
"16291","Schoharie",2002,1,29.8,19,40.7,"2.38"
"16292","Schuyler",2002,1,31.3,21.4,41.1,"2.15"
"16293","Seneca",2002,1,32,22.5,41.5,"1.55"
"16294","St. Lawrence",2002,1,24.6,13.3,35.9,"1.96"
"16295","Steuben",2002,1,31.2,20.8,41.6,"1.54"
"16296","Suffolk",2002,1,37,27.4,46.5,"1.08"
"16297","Sullivan",2002,1,31.6,20.6,42.5,"1.49"
"16298","Tioga",2002,1,32.2,22.2,42.2,"1.94"
"16299","Tompkins",2002,1,31.5,22,41,"1.75"
"16300","Ulster",2002,1,32.3,21.8,42.9,"1.51"
"16301","Warren",2002,1,26,14.5,37.5,"3.54"
"16302","Washington",2002,1,28.6,17.3,40,"3.42"
"16303","Wayne",2002,1,31.7,22.4,40.9,"2.13"
"16304","Westchester",2002,1,36.6,26.5,46.8,"1.13"
"16305","Wyoming",2002,1,30,20.6,39.4,"3.02"
"16306","Yates",2002,1,31.7,21.9,41.4,"1.3"
"16307","Albany",2002,1,30.7,22.5,38.9,"2.32"
"16308","Allegany",2002,1,29.8,22.8,36.8,"2.24"
"16309","Bronx",2002,1,39.1,32.2,46,"1.79"
"16310","Broome",2002,1,30.1,22.4,37.8,"2.29"
"16311","Cattaraugus",2002,1,29.8,23,36.5,"2.35"
"16312","Cayuga",2002,1,31.4,25.1,37.6,"1.79"
"16313","Chautauqua",2002,1,30.6,24.4,36.8,"2.63"
"16314","Chemung",2002,1,30.1,22.1,38.2,"1.53"
"16315","Chenango",2002,1,28.7,21.2,36.3,"2.12"
"16316","Clinton",2002,1,24.7,17.1,32.3,"2.34"
"16317","Columbia",2002,1,31.3,22.5,40.1,"1.57"
"16318","Cortland",2002,1,29.2,22.2,36.2,"2.05"
"16319","Delaware",2002,1,28.4,20.6,36.3,"2.39"
"16320","Dutchess",2002,1,32.4,23.5,41.2,"1.49"
"16321","Erie",2002,1,31.2,25.2,37.2,"2.56"
"16322","Essex",2002,1,24.6,16.6,32.7,"2.11"
"16323","Franklin",2002,1,24,16.3,31.6,"2.43"
"16324","Fulton",2002,1,26.8,17.8,35.7,"2.48"
"16325","Genesee",2002,1,31.3,25.6,37,"1.96"
"16326","Greene",2002,1,30,21.4,38.6,"1.8"
"16327","Hamilton",2002,1,23.8,15.2,32.4,"2.4"
"16328","Herkimer",2002,1,25.7,17.5,33.9,"2.93"
"16329","Jefferson",2002,1,27.7,20.8,34.6,"2.53"
"16330","Kings",2002,1,39.5,32.6,46.4,"1.97"
"16331","Lewis",2002,1,24.7,16.7,32.6,"3.17"
"16332","Livingston",2002,1,31.6,24.9,38.4,"1.89"
"16333","Madison",2002,1,28.9,21.8,35.9,"2.11"
"16334","Monroe",2002,1,32.5,26.5,38.4,"2.01"
"16335","Montgomery",2002,1,29.4,21.2,37.5,"2.26"
"16336","Nassau",2002,1,39,31.6,46.3,"2.27"
"16337","New York",2002,1,39.3,32.3,46.3,"1.81"
"16338","Niagara",2002,1,32.3,26.9,37.6,"1.87"
"16339","Oneida",2002,1,28.6,21.3,35.8,"2.4"
"16340","Onondaga",2002,1,30.8,24.1,37.5,"2.03"
"16341","Ontario",2002,1,32,25.6,38.3,"1.57"
"16342","Orange",2002,1,32.8,24,41.5,"1.41"
"16343","Orleans",2002,1,32,26.6,37.5,"1.94"
"16344","Oswego",2002,1,29.7,23.1,36.4,"3.04"
"16345","Otsego",2002,1,28.5,21.2,35.8,"2.35"
"16346","Putnam",2002,1,33.3,24.8,41.7,"1.52"
"16347","Queens",2002,1,39.3,32.3,46.2,"2.12"
"16348","Rensselaer",2002,1,30.2,22.4,37.9,"2.83"
"16349","Richmond",2002,1,39.1,31.5,46.6,"2"
"16350","Rockland",2002,1,35.1,26.7,43.4,"1.66"
"16351","Saratoga",2002,1,28.2,19.6,36.9,"2.09"
"16352","Schenectady",2002,1,29.7,21.6,37.8,"2.27"
"16353","Schoharie",2002,1,29.4,21.8,37.1,"2.34"
"16354","Schuyler",2002,1,30.3,22.8,37.8,"2.26"
"16355","Seneca",2002,1,32.5,26.3,38.8,"1.68"
"16356","St. Lawrence",2002,1,26.1,18.8,33.4,"1.46"
"16357","Steuben",2002,1,30,22.2,37.9,"2.06"
"16358","Suffolk",2002,1,37.4,29.5,45.4,"2.73"
"16359","Sullivan",2002,1,30.1,21.7,38.5,"1.88"
"16360","Tioga",2002,1,30.4,22.6,38.2,"2.04"
"16361","Tompkins",2002,1,30.5,23.3,37.7,"1.73"
"16362","Ulster",2002,1,31,22.8,39.2,"1.71"
"16363","Warren",2002,1,26.4,17.9,35,"1.52"
"16364","Washington",2002,1,28.6,20.3,36.9,"1.78"
"16365","Wayne",2002,1,32.3,26.5,38.1,"1.61"
"16366","Westchester",2002,1,35.5,27.2,43.8,"1.74"
"16367","Wyoming",2002,1,29.5,23.4,35.6,"2.48"
"16368","Yates",2002,1,31.7,25,38.5,"1.92"
"16369","Albany",2001,1,34.2,25.6,42.7,"2.1"
"16370","Allegany",2001,1,32.8,24.8,40.8,"3.01"
"16371","Bronx",2001,1,43.1,35.8,50.3,"2.39"
"16372","Broome",2001,1,34.2,26.9,41.5,"2.57"
"16373","Cattaraugus",2001,1,33.3,25.3,41.3,"3.71"
"16374","Cayuga",2001,1,35.4,28.8,42,"2.85"
"16375","Chautauqua",2001,1,34.5,27.6,41.4,"3.88"
"16376","Chemung",2001,1,34.6,27.2,41.9,"2.14"
"16377","Chenango",2001,1,33.4,25.9,40.9,"2.58"
"16378","Clinton",2001,1,30.2,23.1,37.4,"2.07"
"16379","Columbia",2001,1,35.3,26.7,43.9,"2.45"
"16380","Cortland",2001,1,33.3,26.4,40.2,"2.82"
"16381","Delaware",2001,1,32.5,24.9,40.2,"2.61"
"16382","Dutchess",2001,1,36.2,27.5,45,"2.21"
"16383","Erie",2001,1,35.7,28.8,42.5,"4.26"
"16384","Essex",2001,1,29.3,21.3,37.3,"2.34"
"16385","Franklin",2001,1,29.4,21.9,36.9,"2.52"
"16386","Fulton",2001,1,31.5,22.8,40.1,"2.54"
"16387","Genesee",2001,1,35.8,29.3,42.2,"2.33"
"16388","Greene",2001,1,34.2,25.8,42.7,"2.33"
"16389","Hamilton",2001,1,28.7,20.8,36.6,"2.94"
"16390","Herkimer",2001,1,30.4,22.6,38.3,"2.98"
"16391","Jefferson",2001,1,32.7,25.3,40,"3.73"
"16392","Kings",2001,1,43.6,36.3,50.8,"2.17"
"16393","Lewis",2001,1,30.5,22.8,38.2,"4.07"
"16394","Livingston",2001,1,35.6,28.5,42.7,"2.8"
"16395","Madison",2001,1,33,25.9,40.1,"2.54"
"16396","Monroe",2001,1,36.2,29.5,42.8,"2.09"
"16397","Montgomery",2001,1,33.7,25.3,42,"2.38"
"16398","Nassau",2001,1,43.1,35.2,51,"2.36"
"16399","New York",2001,1,43.3,35.9,50.6,"2.31"
"16400","Niagara",2001,1,35.9,29.8,42,"3.21"
"16401","Oneida",2001,1,33.1,25.9,40.2,"2.82"
"16402","Onondaga",2001,1,34.9,28.2,41.6,"2.56"
"16403","Ontario",2001,1,35.6,28.9,42.3,"2.68"
"16404","Orange",2001,1,36.4,27.8,45,"2.38"
"16405","Orleans",2001,1,35.9,30,41.9,"2.08"
"16406","Oswego",2001,1,34.3,27.6,41,"2.98"
"16407","Otsego",2001,1,32.6,24.9,40.2,"2.38"
"16408","Putnam",2001,1,37,28.2,45.7,"2.29"
"16409","Queens",2001,1,43.4,36,50.8,"2.22"
"16410","Rensselaer",2001,1,33.4,25.3,41.5,"2.96"
"16411","Richmond",2001,1,43.2,35.3,51.2,"2.24"
"16412","Rockland",2001,1,39,30.5,47.5,"2.4"
"16413","Saratoga",2001,1,32.2,23.8,40.6,"2.7"
"16414","Schenectady",2001,1,33.4,24.8,41.8,"2.4"
"16415","Schoharie",2001,1,33,24.6,41.3,"2.28"
"16416","Schuyler",2001,1,34.2,27.3,41.2,"2.16"
"16417","Seneca",2001,1,36.3,29.8,42.8,"2.28"
"16418","St. Lawrence",2001,1,31,23.3,38.6,"2.57"
"16419","Steuben",2001,1,33.8,26.1,41.6,"2.24"
"16420","Suffolk",2001,1,41.7,33.6,49.8,"2.31"
"16421","Sullivan",2001,1,33.9,25.3,42.4,"2.87"
"16422","Tioga",2001,1,34.8,27.5,42.1,"2.3"
"16423","Tompkins",2001,1,34.7,27.7,41.6,"2.44"
"16424","Ulster",2001,1,35.1,27,43.2,"2.78"
"16425","Warren",2001,1,30.3,22.1,38.5,"2.7"
"16426","Washington",2001,1,32.3,23.9,40.6,"2.26"
"16427","Wayne",2001,1,36,29.5,42.6,"2.53"
"16428","Westchester",2001,1,39.5,31,48,"2.39"
"16429","Wyoming",2001,1,34.2,27.5,41,"3.59"
"16430","Yates",2001,1,35.2,28.5,41.8,"2.28"
"16431","Albany",2001,1,43.6,33.8,53.3,"1.28"
"16432","Allegany",2001,1,43.7,33.1,54.2,"2.31"
"16433","Bronx",2001,1,51.4,42.6,60.3,"1.12"
"16434","Broome",2001,1,44.1,34,54.1,"1.85"
"16435","Cattaraugus",2001,1,44.2,33.6,54.8,"2.79"
"16436","Cayuga",2001,1,45.5,36.7,54.3,"2.66"
"16437","Chautauqua",2001,1,45.7,36.5,54.9,"2.43"
"16438","Chemung",2001,1,43.8,33.4,54.1,"1.86"
"16439","Chenango",2001,1,42.6,32.5,52.6,"1.97"
"16440","Clinton",2001,1,39.5,31.3,47.8,"2.74"
"16441","Columbia",2001,1,44,33.4,54.6,"1.3"
"16442","Cortland",2001,1,42.9,33.8,52,"2.24"
"16443","Delaware",2001,1,41.9,31.8,52,"1.63"
"16444","Dutchess",2001,1,44.5,33.5,55.6,"1.08"
"16445","Erie",2001,1,45.9,36.6,55.2,"2.78"
"16446","Essex",2001,1,38.5,29.7,47.3,"2.24"
"16447","Franklin",2001,1,39.2,30.7,47.6,"2.87"
"16448","Fulton",2001,1,41,31.4,50.6,"2.45"
"16449","Genesee",2001,1,46.5,37.5,55.5,"2.55"
"16450","Greene",2001,1,42.6,32.6,52.6,"1.11"
"16451","Hamilton",2001,1,38.4,29.2,47.5,"2.79"
"16452","Herkimer",2001,1,40.4,31.3,49.6,"3.15"
"16453","Jefferson",2001,1,43.1,34.8,51.4,"3.1"
"16454","Kings",2001,1,51.7,43.1,60.3,"0.97"
"16455","Lewis",2001,1,40.6,31.8,49.4,"3.36"
"16456","Livingston",2001,1,46.1,36.5,55.7,"2.26"
"16457","Madison",2001,1,42.9,34,51.8,"2.55"
"16458","Monroe",2001,1,47.1,38.3,55.8,"2.09"
