"","row_ind","column_ind","values"
"701","PA0140900","y1996_6",-1
"702","PA0140700","y1996_6",-1
"703","VA0020100","y1996_5",-1
"704","VA0160000","y1996_5",-1
"705","NH0072400","y1996_5",-1
"706","NB0740100","y1996_5",-1
"707","AZ0130300","y1996_5",-1
"708","PA0070900","y1996_4",-1
"709","LA0280600","y1996_4",-1
"710","CA0191000","y1996_4",-4
"711","CA0580000","y1996_4",-1
"712","MD0110000","y1996_3",-5
"713","AR0470200","y1996_3",-1
"714","CA0430700","y1996_2",-2
"715","VA1300300","y1996_1",-1
"716","NB0400000","y1996_1",-1
"717","IN0540100","y1996_1",-1
"718","VA0970000","y1995_12",-1
"719","PA059SP00","y1995_12",-1
"720","OH0830300","y1995_12",-2
"721","NH0080800","y1995_12",-1
"722","CA0490100","y1995_12",-1
"723","MO0957200","y1995_11",-1
"724","MO0240400","y1995_11",-1
"725","CO0340000","y1995_11",-1
"726","NH0084600","y1995_10",-1
"727","MO0959A00","y1995_10",-2
"728","WA0140000","y1995_9",-1
"729","NJ0033800","y1995_9",-1
"730","MD0130100","y1995_9",-1
"731","OH0290400","y1995_8",-1
"732","NJ0027000","y1995_8",-1
"733","NB0240100","y1995_7",-1
"734","CA0192U0X","y1995_7",-1
"735","MO0160000","y1995_6",-1
"736","MD0060000","y1995_6",-1
"737","WY0070000","y1995_5",-1
"738","VA0240000","y1995_5",-1
"739","UT0080000","y1995_5",-1
"740","PA061SP00","y1995_5",-1
"741","PA0221500","y1995_5",-1
"742","MO0951300","y1995_5",-1
"743","PA021SP00","y1995_4",-1
"744","MO0240700","y1995_4",-1
"745","CA0190X0X","y1995_4",-1
"746","OH0251200","y1995_3",-1
"747","NJ0050800","y1995_3",-1
"748","CA0490100","y1995_3",-1
"749","PA0020D00","y1995_2",-1
"750","PA0400500","y1995_2",-1
"751","NB0130000","y1995_2",-1
"752","OH0280000","y1995_1",-1
"753","WA0030300","y1994_12",-1
"754","NH0061600","y1994_12",-1
"755","AR0720000","y1994_12",-2
"756","WY0070000","y1994_11",-1
"757","VA0800100","y1994_11",-2
"758","PA0406000","y1994_11",-1
"759","OR0270200","y1994_11",-1
"760","MO0958000","y1994_11",-1
"761","VA1090000","y1994_10",-1
"762","VA0800100","y1994_10",-1
"763","VA0600100","y1994_10",-1
"764","WA0050300","y1994_9",-1
"765","WA0173200","y1994_8",-2
"766","VA0960200","y1994_7",-1
"767","PA0029900","y1994_7",-1
"768","MO0952500","y1994_7",-1
"769","CA0260100","y1994_7",-1
"770","CA0400300","y1994_6",-1
"771","TN0050100","y1994_5",-1
"772","PA017SP00","y1994_5",-1
"773","CO0210200","y1994_5",-3
"774","CO0070500","y1994_5",-1
"775","UT0020000","y1994_4",-1
"776","IN0550100","y1994_4",-1
"777","PA059SP00","y1994_3",-1
"778","OH0251000","y1994_3",-1
"779","VA0290200","y1994_2",-2
"780","NB0280400","y1994_1",-1
"781","MO0952900","y1994_1",-1
"782","CO0350400","y1994_1",-3
"783","UT0250800","y1993_12",-1
"784","MO0957200","y1993_12",-1
"785","TN0050200","y1993_10",-2
"786","AR0040100","y1993_10",-1
"787","WA0173200","y1993_9",-1
"788","UT0250700","y1993_9",-1
"789","MS0490100","y1993_9",-1
"790","MI1901900","y1993_9",-1
"791","CA0290200","y1993_9",-1
"792","WA0270400","y1993_8",-1
"793","UT0250800","y1993_8",-1
"794","SD0530000","y1993_8",-1
"795","PA055SP00","y1993_8",-1
"796","TN0280000","y1993_7",-1
"797","OH0550300","y1993_7",-1
"798","CA0331700","y1993_7",-2
"799","NH0091000","y1993_6",-1
"800","CO0210200","y1993_6",-1
"801","CA0280100","y1993_6",-1
"802","PA0211400","y1993_5",-1
"803","PA0024800","y1993_5",-1
"804","CO0350200","y1993_5",-1
"805","PA0670900","y1993_4",-1
"806","CA0331600","y1993_4",-2
"807","NB0130000","y1993_3",-1
"808","CA0421200","y1993_3",-1
"809","MO0951900","y1993_2",-2
"810","MA011BA00","y1993_2",-1
"811","PA0280300","y1993_1",-1
"812","PA004SP00","y1993_1",-1
"813","MD0210100","y1993_1",-1
"814","CO0410100","y1993_1",-1
"815","CO0470000","y1993_1",-1
"816","CA0190X0X","y1993_1",-1
"817","WA0250000","y1992_12",-1
"818","VTVSP0000","y1992_12",-1
"819","VT0100100","y1992_12",-1
"820","MO0100400","y1992_12",-1
"821","KS0300100","y1992_12",-1
"822","VT0110200","y1992_11",-1
"823","OH0150100","y1992_11",-1
"824","CO0150000","y1992_11",-2
"825","VT0140200","y1992_10",-2
"826","VT0100100","y1992_10",-1
"827","OR0240400","y1992_10",-1
"828","KS0460000","y1992_10",-1
"829","CA0421200","y1992_10",-1
"830","VT0030300","y1992_9",-2
"831","PA0660400","y1992_8",-1
"832","PA0450800","y1992_8",-1
"833","PA0140700","y1992_8",-1
"834","CA0421000","y1992_8",-1
"835","UT0061000","y1992_7",-1
"836","PA0210600","y1992_7",-1
"837","CA0109700","y1992_6",-1
"838","CO0540000","y1992_5",-1
"839","VA0290400","y1992_4",-1
"840","CO0180100","y1992_4",-1
"841","NH0065400","y1992_3",-1
"842","NC0120200","y1992_3",-1
"843","CT0002500","y1992_3",-1
"844","OH0310400","y1992_2",-1
"845","OH0850000","y1992_2",-1
"846","VT0140500","y1992_1",-1
"847","OH0780800","y1992_1",-1
