"","row_ind","column_ind","values"
"64","MD0230000","y2009_3",-1
"65","CA0331700","y2009_3",-1
"66","CA0192600","y2009_1",-1
"67","FL0500800","y2008_12",-2
"68","AK0012600","y2008_11",-2
"69","MO0480600","y2008_9",-1
"70","CA0011100","y2008_9",-1
"71","CA0190D0X","y2008_2",-1
"72","MS0170400","y2007_12",-1
"73","CA0431600","y2007_9",-1
"74","CA0196500","y2007_9",-1
"75","CA0198000","y2007_7",-1
"76","CA0510200","y2007_2",-1
"77","CA0195200","y2006_12",-1
"78","AZ0071100","y2006_11",-1
"79","CA033320X","y2006_10",-1
"80","MS0170400","y2006_9",-1
"81","CA0193700","y2006_9",-1
"82","CA0196800","y2006_8",-1
"83","CA0540300","y2005_12",-1
"84","AZ0130300","y2005_8",-1
"85","CA0196800","y2005_3",-1
"86","CA0196800","y2005_2",-1
